0.00.031.121 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.031.286 I srv          init: The UI is disabled
0.00.031.288 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.031.367 W srv  llama_server: -----------------
0.00.031.367 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.031.368 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.031.368 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.031.368 W srv  llama_server: -----------------
0.00.032.758 I srv    load_model: loading model '$HOME/models/Qwen3.5-0.8B-GGUF/Qwen3.5-0.8B-Q8_0.gguf'
0.00.897.313 W model has unused tensor blk.24.attn_norm.weight (size = 4096 bytes) -- ignoring
0.00.897.323 W model has unused tensor blk.24.post_attention_norm.weight (size = 4096 bytes) -- ignoring
0.00.897.334 W model has unused tensor blk.24.attn_q.weight (size = 4456448 bytes) -- ignoring
0.00.897.338 W model has unused tensor blk.24.attn_k.weight (size = 557056 bytes) -- ignoring
0.00.897.343 W model has unused tensor blk.24.attn_v.weight (size = 557056 bytes) -- ignoring
0.00.897.355 W model has unused tensor blk.24.attn_output.weight (size = 2228224 bytes) -- ignoring
0.00.897.359 W model has unused tensor blk.24.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.897.363 W model has unused tensor blk.24.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.897.368 W model has unused tensor blk.24.ffn_gate.weight (size = 3899392 bytes) -- ignoring
0.00.897.372 W model has unused tensor blk.24.ffn_down.weight (size = 3899392 bytes) -- ignoring
0.00.897.376 W model has unused tensor blk.24.ffn_up.weight (size = 3899392 bytes) -- ignoring
0.00.897.383 W model has unused tensor blk.24.nextn.eh_proj.weight (size = 2228224 bytes) -- ignoring
0.00.897.389 W model has unused tensor blk.24.nextn.enorm.weight (size = 4096 bytes) -- ignoring
0.00.897.394 W model has unused tensor blk.24.nextn.hnorm.weight (size = 4096 bytes) -- ignoring
0.00.897.405 W model has unused tensor blk.24.nextn.shared_head_norm.weight (size = 4096 bytes) -- ignoring
0.01.215.867 I cmn          init: llama threadpool init, n_threads = 6
0.01.286.625 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 4096, kv_unified = 'false'
0.01.286.831 W srv          init: --cache-idle-slots requires --cache-ram, disabling
0.01.293.625 I srv  llama_server: model loaded
0.01.293.637 I srv  llama_server: listening on http://127.0.0.1:18120
0.01.517.599 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.07.281.237 I slot print_timing: id  0 | task 996 |        eval time =     128.51 ms /    32 tokens (    4.15 ms per token,   241.22 tokens per second)
0.07.281.238 I slot print_timing: id  0 | task 996 |       total time =     223.25 ms /  2099 tokens
0.07.281.239 I slot print_timing: id  0 | task 996 |    graphs reused =        930
0.07.281.316 I slot      release: id  0 | task 996 | stop processing: n_tokens = 2098, truncated = 0
0.07.289.522 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.07.289.558 I slot launch_slot_: id  0 | task 1030 | processing task, is_child = 0
0.07.532.248 I slot print_timing: id  0 | task 1030 | prompt eval time =      96.87 ms /  2068 tokens (    0.05 ms per token, 21348.64 tokens per second)
0.07.532.256 I slot print_timing: id  0 | task 1030 |        eval time =     145.80 ms /    32 tokens (    4.70 ms per token,   212.62 tokens per second)
0.07.532.258 I slot print_timing: id  0 | task 1030 |       total time =     242.67 ms /  2100 tokens
0.07.532.259 I slot print_timing: id  0 | task 1030 |    graphs reused =        960
0.07.532.343 I slot      release: id  0 | task 1030 | stop processing: n_tokens = 2099, truncated = 0
0.07.534.262 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.008
0.07.534.317 I slot launch_slot_: id  0 | task 1064 | processing task, is_child = 0
0.07.687.665 I slot print_timing: id  0 | task 1064 | prompt eval time =      10.24 ms /    17 tokens (    0.60 ms per token,  1660.16 tokens per second)
0.07.687.672 I slot print_timing: id  0 | task 1064 |        eval time =     143.09 ms /    32 tokens (    4.62 ms per token,   216.64 tokens per second)
0.07.687.673 I slot print_timing: id  0 | task 1064 |       total time =     153.33 ms /    49 tokens
0.07.687.674 I slot print_timing: id  0 | task 1064 |    graphs reused =        990
0.07.687.698 I slot      release: id  0 | task 1064 | stop processing: n_tokens = 48, truncated = 0
0.07.691.135 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.944 (> 0.100 thold), f_keep = 0.354
0.07.691.174 I slot launch_slot_: id  0 | task 1097 | processing task, is_child = 0
0.07.834.500 I slot print_timing: id  0 | task 1097 | prompt eval time =       9.35 ms /    18 tokens (    0.52 ms per token,  1924.52 tokens per second)
0.07.834.512 I slot print_timing: id  0 | task 1097 |        eval time =     133.95 ms /    32 tokens (    4.32 ms per token,   231.43 tokens per second)
0.07.834.513 I slot print_timing: id  0 | task 1097 |       total time =     143.30 ms /    50 tokens
0.07.834.516 I slot print_timing: id  0 | task 1097 |    graphs reused =       1020
0.07.834.553 I slot      release: id  0 | task 1097 | stop processing: n_tokens = 49, truncated = 0
0.07.837.615 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.388
0.07.837.649 I slot launch_slot_: id  0 | task 1130 | processing task, is_child = 0
0.07.985.847 I slot print_timing: id  0 | task 1130 | prompt eval time =      12.01 ms /    19 tokens (    0.63 ms per token,  1582.15 tokens per second)
0.07.985.854 I slot print_timing: id  0 | task 1130 |        eval time =     136.18 ms /    32 tokens (    4.39 ms per token,   227.65 tokens per second)
0.07.985.855 I slot print_timing: id  0 | task 1130 |       total time =     148.18 ms /    51 tokens
0.07.985.856 I slot print_timing: id  0 | task 1130 |    graphs reused =       1050
0.07.985.871 I slot      release: id  0 | task 1130 | stop processing: n_tokens = 50, truncated = 0
0.07.989.137 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.950 (> 0.100 thold), f_keep = 0.380
0.07.989.179 I slot launch_slot_: id  0 | task 1163 | processing task, is_child = 0
0.08.141.727 I slot print_timing: id  0 | task 1163 | prompt eval time =      12.40 ms /    20 tokens (    0.62 ms per token,  1612.77 tokens per second)
0.08.141.736 I slot print_timing: id  0 | task 1163 |        eval time =     140.12 ms /    32 tokens (    4.52 ms per token,   221.23 tokens per second)
0.08.141.737 I slot print_timing: id  0 | task 1163 |       total time =     152.53 ms /    52 tokens
0.08.141.738 I slot print_timing: id  0 | task 1163 |    graphs reused =       1080
0.08.141.759 I slot      release: id  0 | task 1163 | stop processing: n_tokens = 51, truncated = 0
0.08.146.755 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 145828118960
0.08.146.781 I slot launch_slot_: id  0 | task 1196 | processing task, is_child = 0
0.08.323.580 I slot print_timing: id  0 | task 1196 | prompt eval time =      33.66 ms /   529 tokens (    0.06 ms per token, 15713.65 tokens per second)
0.08.323.587 I slot print_timing: id  0 | task 1196 |        eval time =     143.12 ms /    32 tokens (    4.62 ms per token,   216.60 tokens per second)
0.08.323.588 I slot print_timing: id  0 | task 1196 |       total time =     176.78 ms /   561 tokens
0.08.323.589 I slot print_timing: id  0 | task 1196 |    graphs reused =       1110
0.08.323.624 I slot      release: id  0 | task 1196 | stop processing: n_tokens = 560, truncated = 0
0.08.330.821 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.946
0.08.330.846 I slot launch_slot_: id  0 | task 1229 | processing task, is_child = 0
0.08.509.194 I slot print_timing: id  0 | task 1229 | prompt eval time =      37.42 ms /   530 tokens (    0.07 ms per token, 14164.68 tokens per second)
0.08.509.204 I slot print_timing: id  0 | task 1229 |        eval time =     140.91 ms /    32 tokens (    4.55 ms per token,   220.00 tokens per second)
0.08.509.204 I slot print_timing: id  0 | task 1229 |       total time =     178.32 ms /   562 tokens
0.08.509.206 I slot print_timing: id  0 | task 1229 |    graphs reused =       1140
0.08.509.251 I slot      release: id  0 | task 1229 | stop processing: n_tokens = 561, truncated = 0
0.08.513.586 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.947
0.08.513.618 I slot launch_slot_: id  0 | task 1262 | processing task, is_child = 0
0.08.688.931 I slot print_timing: id  0 | task 1262 | prompt eval time =      37.57 ms /   531 tokens (    0.07 ms per token, 14133.99 tokens per second)
0.08.688.939 I slot print_timing: id  0 | task 1262 |        eval time =     137.73 ms /    32 tokens (    4.44 ms per token,   225.08 tokens per second)
0.08.688.940 I slot print_timing: id  0 | task 1262 |       total time =     175.30 ms /   563 tokens
0.08.688.941 I slot print_timing: id  0 | task 1262 |    graphs reused =       1170
0.08.688.982 I slot      release: id  0 | task 1262 | stop processing: n_tokens = 562, truncated = 0
0.08.692.724 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.947
0.08.692.773 I slot launch_slot_: id  0 | task 1295 | processing task, is_child = 0
0.08.873.391 I slot print_timing: id  0 | task 1295 | prompt eval time =      34.95 ms /   532 tokens (    0.07 ms per token, 15223.92 tokens per second)
0.08.873.476 I slot print_timing: id  0 | task 1295 |        eval time =     145.64 ms /    32 tokens (    4.70 ms per token,   212.85 tokens per second)
0.08.873.478 I slot print_timing: id  0 | task 1295 |       total time =     180.59 ms /   564 tokens
0.08.873.481 I slot print_timing: id  0 | task 1295 |    graphs reused =       1200
0.08.873.585 I slot      release: id  0 | task 1295 | stop processing: n_tokens = 563, truncated = 0
0.08.879.170 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.541 (> 0.100 thold), f_keep = 1.000
0.08.879.244 I slot launch_slot_: id  0 | task 1328 | processing task, is_child = 0
0.09.078.872 I slot print_timing: id  0 | task 1328 | prompt eval time =      55.57 ms /  1041 tokens (    0.05 ms per token, 18734.48 tokens per second)
0.09.078.880 I slot print_timing: id  0 | task 1328 |        eval time =     144.02 ms /    32 tokens (    4.65 ms per token,   215.24 tokens per second)
0.09.078.881 I slot print_timing: id  0 | task 1328 |       total time =     199.59 ms /  1073 tokens
0.09.078.882 I slot print_timing: id  0 | task 1328 |    graphs reused =       1230
0.09.078.955 I slot      release: id  0 | task 1328 | stop processing: n_tokens = 1072, truncated = 0
0.09.084.713 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.09.084.741 I slot launch_slot_: id  0 | task 1361 | processing task, is_child = 0
0.09.287.884 I slot print_timing: id  0 | task 1361 | prompt eval time =      61.34 ms /  1042 tokens (    0.06 ms per token, 16988.67 tokens per second)
0.09.287.894 I slot print_timing: id  0 | task 1361 |        eval time =     141.79 ms /    32 tokens (    4.57 ms per token,   218.64 tokens per second)
0.09.287.895 I slot print_timing: id  0 | task 1361 |       total time =     203.12 ms /  1074 tokens
0.09.287.898 I slot print_timing: id  0 | task 1361 |    graphs reused =       1260
0.09.287.959 I slot      release: id  0 | task 1361 | stop processing: n_tokens = 1073, truncated = 0
0.09.294.661 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.09.294.703 I slot launch_slot_: id  0 | task 1394 | processing task, is_child = 0
0.09.499.281 I slot print_timing: id  0 | task 1394 | prompt eval time =      64.62 ms /  1043 tokens (    0.06 ms per token, 16140.26 tokens per second)
0.09.499.293 I slot print_timing: id  0 | task 1394 |        eval time =     139.93 ms /    32 tokens (    4.51 ms per token,   221.54 tokens per second)
0.09.499.294 I slot print_timing: id  0 | task 1394 |       total time =     204.55 ms /  1075 tokens
0.09.499.297 I slot print_timing: id  0 | task 1394 |    graphs reused =       1290
0.09.499.352 I slot      release: id  0 | task 1394 | stop processing: n_tokens = 1074, truncated = 0
0.09.506.505 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.09.506.555 I slot launch_slot_: id  0 | task 1427 | processing task, is_child = 0
0.09.706.183 I slot print_timing: id  0 | task 1427 | prompt eval time =      59.35 ms /  1044 tokens (    0.06 ms per token, 17589.38 tokens per second)
0.09.706.192 I slot print_timing: id  0 | task 1427 |        eval time =     140.25 ms /    32 tokens (    4.52 ms per token,   221.03 tokens per second)
0.09.706.193 I slot print_timing: id  0 | task 1427 |       total time =     199.61 ms /  1076 tokens
0.09.706.195 I slot print_timing: id  0 | task 1427 |    graphs reused =       1320
0.09.706.258 I slot      release: id  0 | task 1427 | stop processing: n_tokens = 1075, truncated = 0
0.09.717.057 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.521 (> 0.100 thold), f_keep = 1.000
0.09.717.112 I slot launch_slot_: id  0 | task 1460 | processing task, is_child = 0
0.09.939.196 I slot print_timing: id  0 | task 1460 | prompt eval time =      94.76 ms /  2065 tokens (    0.05 ms per token, 21792.82 tokens per second)
0.09.939.206 I slot print_timing: id  0 | task 1460 |        eval time =     127.29 ms /    32 tokens (    4.11 ms per token,   243.53 tokens per second)
0.09.939.207 I slot print_timing: id  0 | task 1460 |       total time =     222.05 ms /  2097 tokens
0.09.939.208 I slot print_timing: id  0 | task 1460 |    graphs reused =       1350
0.09.939.293 I slot      release: id  0 | task 1460 | stop processing: n_tokens = 2096, truncated = 0
0.09.946.830 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.09.946.888 I slot launch_slot_: id  0 | task 1494 | processing task, is_child = 0
0.10.170.210 I slot print_timing: id  0 | task 1494 | prompt eval time =      96.10 ms /  2066 tokens (    0.05 ms per token, 21499.33 tokens per second)
0.10.170.218 I slot print_timing: id  0 | task 1494 |        eval time =     127.20 ms /    32 tokens (    4.10 ms per token,   243.71 tokens per second)
0.10.170.219 I slot print_timing: id  0 | task 1494 |       total time =     223.30 ms /  2098 tokens
0.10.170.220 I slot print_timing: id  0 | task 1494 |    graphs reused =       1380
0.10.170.301 I slot      release: id  0 | task 1494 | stop processing: n_tokens = 2097, truncated = 0
0.10.178.780 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.10.178.820 I slot launch_slot_: id  0 | task 1528 | processing task, is_child = 0
0.10.402.224 I slot print_timing: id  0 | task 1528 | prompt eval time =      93.02 ms /  2067 tokens (    0.05 ms per token, 22221.27 tokens per second)
0.10.402.230 I slot print_timing: id  0 | task 1528 |        eval time =     130.37 ms /    32 tokens (    4.21 ms per token,   237.78 tokens per second)
0.10.402.231 I slot print_timing: id  0 | task 1528 |       total time =     223.39 ms /  2099 tokens
0.10.402.232 I slot print_timing: id  0 | task 1528 |    graphs reused =       1410
0.10.402.303 I slot      release: id  0 | task 1528 | stop processing: n_tokens = 2098, truncated = 0
0.10.409.430 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.10.409.464 I slot launch_slot_: id  0 | task 1562 | processing task, is_child = 0
0.10.641.023 I slot print_timing: id  0 | task 1562 | prompt eval time =      94.59 ms /  2068 tokens (    0.05 ms per token, 21863.47 tokens per second)
0.10.641.036 I slot print_timing: id  0 | task 1562 |        eval time =     136.95 ms /    32 tokens (    4.42 ms per token,   226.36 tokens per second)
0.10.641.037 I slot print_timing: id  0 | task 1562 |       total time =     231.54 ms /  2100 tokens
0.10.641.041 I slot print_timing: id  0 | task 1562 |    graphs reused =       1440
0.10.641.137 I slot      release: id  0 | task 1562 | stop processing: n_tokens = 2099, truncated = 0
0.10.643.817 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.008
0.10.643.851 I slot launch_slot_: id  0 | task 1596 | processing task, is_child = 0
0.10.801.361 I slot print_timing: id  0 | task 1596 | prompt eval time =      11.05 ms /    17 tokens (    0.65 ms per token,  1538.32 tokens per second)
0.10.801.369 I slot print_timing: id  0 | task 1596 |        eval time =     146.43 ms /    32 tokens (    4.72 ms per token,   211.70 tokens per second)
0.10.801.370 I slot print_timing: id  0 | task 1596 |       total time =     157.48 ms /    49 tokens
0.10.801.371 I slot print_timing: id  0 | task 1596 |    graphs reused =       1470
0.10.801.391 I slot      release: id  0 | task 1596 | stop processing: n_tokens = 48, truncated = 0
0.10.803.258 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.944 (> 0.100 thold), f_keep = 0.354
0.10.803.311 I slot launch_slot_: id  0 | task 1629 | processing task, is_child = 0
0.10.943.422 I slot print_timing: id  0 | task 1629 | prompt eval time =       9.50 ms /    18 tokens (    0.53 ms per token,  1893.94 tokens per second)
0.10.943.430 I slot print_timing: id  0 | task 1629 |        eval time =     130.59 ms /    32 tokens (    4.21 ms per token,   237.38 tokens per second)
0.10.943.431 I slot print_timing: id  0 | task 1629 |       total time =     140.10 ms /    50 tokens
0.10.943.432 I slot print_timing: id  0 | task 1629 |    graphs reused =       1500
0.10.943.447 I slot      release: id  0 | task 1629 | stop processing: n_tokens = 49, truncated = 0
0.10.945.305 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.388
0.10.945.328 I slot launch_slot_: id  0 | task 1662 | processing task, is_child = 0
0.11.084.568 I slot print_timing: id  0 | task 1662 | prompt eval time =       9.20 ms /    19 tokens (    0.48 ms per token,  2064.32 tokens per second)
0.11.084.579 I slot print_timing: id  0 | task 1662 |        eval time =     130.01 ms /    32 tokens (    4.19 ms per token,   238.45 tokens per second)
0.11.084.581 I slot print_timing: id  0 | task 1662 |       total time =     139.21 ms /    51 tokens
0.11.084.583 I slot print_timing: id  0 | task 1662 |    graphs reused =       1530
0.11.084.609 I slot      release: id  0 | task 1662 | stop processing: n_tokens = 50, truncated = 0
0.11.087.819 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.950 (> 0.100 thold), f_keep = 0.380
0.11.087.848 I slot launch_slot_: id  0 | task 1695 | processing task, is_child = 0
0.11.230.483 I slot print_timing: id  0 | task 1695 | prompt eval time =      12.00 ms /    20 tokens (    0.60 ms per token,  1666.94 tokens per second)
0.11.230.491 I slot print_timing: id  0 | task 1695 |        eval time =     130.62 ms /    32 tokens (    4.21 ms per token,   237.33 tokens per second)
0.11.230.492 I slot print_timing: id  0 | task 1695 |       total time =     142.62 ms /    52 tokens
0.11.230.493 I slot print_timing: id  0 | task 1695 |    graphs reused =       1560
0.11.230.509 I slot      release: id  0 | task 1695 | stop processing: n_tokens = 51, truncated = 0
0.11.234.311 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 145831207709
0.11.234.369 I slot launch_slot_: id  0 | task 1728 | processing task, is_child = 0
0.11.396.929 I slot print_timing: id  0 | task 1728 | prompt eval time =      31.28 ms /   529 tokens (    0.06 ms per token, 16909.60 tokens per second)
0.11.396.935 I slot print_timing: id  0 | task 1728 |        eval time =     131.25 ms /    32 tokens (    4.23 ms per token,   236.20 tokens per second)
0.11.396.936 I slot print_timing: id  0 | task 1728 |       total time =     162.53 ms /   561 tokens
0.11.396.938 I slot print_timing: id  0 | task 1728 |    graphs reused =       1590
0.11.396.989 I slot      release: id  0 | task 1728 | stop processing: n_tokens = 560, truncated = 0
0.11.402.547 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.946
0.11.402.572 I slot launch_slot_: id  0 | task 1761 | processing task, is_child = 0
0.11.569.220 I slot print_timing: id  0 | task 1761 | prompt eval time =      30.73 ms /   530 tokens (    0.06 ms per token, 17249.80 tokens per second)
0.11.569.229 I slot print_timing: id  0 | task 1761 |        eval time =     135.90 ms /    32 tokens (    4.38 ms per token,   228.10 tokens per second)
0.11.569.231 I slot print_timing: id  0 | task 1761 |       total time =     166.63 ms /   562 tokens
0.11.569.232 I slot print_timing: id  0 | task 1761 |    graphs reused =       1620
0.11.569.308 I slot      release: id  0 | task 1761 | stop processing: n_tokens = 561, truncated = 0
0.11.574.820 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.947
0.11.574.869 I slot launch_slot_: id  0 | task 1794 | processing task, is_child = 0
0.11.740.852 I slot print_timing: id  0 | task 1794 | prompt eval time =      30.49 ms /   531 tokens (    0.06 ms per token, 17417.26 tokens per second)
0.11.740.861 I slot print_timing: id  0 | task 1794 |        eval time =     135.48 ms /    32 tokens (    4.37 ms per token,   228.82 tokens per second)
0.11.740.865 I slot print_timing: id  0 | task 1794 |       total time =     165.97 ms /   563 tokens
0.11.740.866 I slot print_timing: id  0 | task 1794 |    graphs reused =       1650
0.11.740.905 I slot      release: id  0 | task 1794 | stop processing: n_tokens = 562, truncated = 0
0.11.744.648 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.947
0.11.744.705 I slot launch_slot_: id  0 | task 1827 | processing task, is_child = 0
0.11.896.490 I slot print_timing: id  0 | task 1827 | prompt eval time =      29.52 ms /   532 tokens (    0.06 ms per token, 18021.07 tokens per second)
0.11.896.502 I slot print_timing: id  0 | task 1827 |        eval time =     122.23 ms /    32 tokens (    3.94 ms per token,   253.63 tokens per second)
0.11.896.504 I slot print_timing: id  0 | task 1827 |       total time =     151.75 ms /   564 tokens
0.11.896.508 I slot print_timing: id  0 | task 1827 |    graphs reused =       1680
0.11.896.563 I slot      release: id  0 | task 1827 | stop processing: n_tokens = 563, truncated = 0
0.11.903.339 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.541 (> 0.100 thold), f_keep = 1.000
0.11.903.371 I slot launch_slot_: id  0 | task 1860 | processing task, is_child = 0
0.12.085.469 I slot print_timing: id  0 | task 1860 | prompt eval time =      52.21 ms /  1041 tokens (    0.05 ms per token, 19937.18 tokens per second)
0.12.085.476 I slot print_timing: id  0 | task 1860 |        eval time =     129.86 ms /    32 tokens (    4.19 ms per token,   238.72 tokens per second)
0.12.085.477 I slot print_timing: id  0 | task 1860 |       total time =     182.07 ms /  1073 tokens
0.12.085.478 I slot print_timing: id  0 | task 1860 |    graphs reused =       1710
0.12.085.530 I slot      release: id  0 | task 1860 | stop processing: n_tokens = 1072, truncated = 0
0.12.091.573 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.12.091.605 I slot launch_slot_: id  0 | task 1893 | processing task, is_child = 0
0.12.279.508 I slot print_timing: id  0 | task 1893 | prompt eval time =      52.33 ms /  1042 tokens (    0.05 ms per token, 19911.34 tokens per second)
0.12.279.518 I slot print_timing: id  0 | task 1893 |        eval time =     135.55 ms /    32 tokens (    4.37 ms per token,   228.70 tokens per second)
0.12.279.519 I slot print_timing: id  0 | task 1893 |       total time =     187.88 ms /  1074 tokens
0.12.279.521 I slot print_timing: id  0 | task 1893 |    graphs reused =       1740
0.12.279.586 I slot      release: id  0 | task 1893 | stop processing: n_tokens = 1073, truncated = 0
0.12.285.830 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.12.285.887 I slot launch_slot_: id  0 | task 1926 | processing task, is_child = 0
0.12.475.132 I slot print_timing: id  0 | task 1926 | prompt eval time =      54.51 ms /  1043 tokens (    0.05 ms per token, 19135.86 tokens per second)
0.12.475.138 I slot print_timing: id  0 | task 1926 |        eval time =     134.71 ms /    32 tokens (    4.35 ms per token,   230.12 tokens per second)
0.12.475.139 I slot print_timing: id  0 | task 1926 |       total time =     189.22 ms /  1075 tokens
0.12.475.141 I slot print_timing: id  0 | task 1926 |    graphs reused =       1770
0.12.475.214 I slot      release: id  0 | task 1926 | stop processing: n_tokens = 1074, truncated = 0
0.12.481.832 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.972
0.12.481.893 I slot launch_slot_: id  0 | task 1959 | processing task, is_child = 0
0.12.673.763 I slot print_timing: id  0 | task 1959 | prompt eval time =      53.49 ms /  1044 tokens (    0.05 ms per token, 19517.67 tokens per second)
0.12.673.772 I slot print_timing: id  0 | task 1959 |        eval time =     138.34 ms /    32 tokens (    4.46 ms per token,   224.09 tokens per second)
0.12.673.772 I slot print_timing: id  0 | task 1959 |       total time =     191.83 ms /  1076 tokens
0.12.673.774 I slot print_timing: id  0 | task 1959 |    graphs reused =       1800
0.12.674.203 I slot      release: id  0 | task 1959 | stop processing: n_tokens = 1075, truncated = 0
0.12.683.324 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.521 (> 0.100 thold), f_keep = 1.000
0.12.683.361 I slot launch_slot_: id  0 | task 1992 | processing task, is_child = 0
0.12.927.066 I slot print_timing: id  0 | task 1992 | prompt eval time =     105.22 ms /  2065 tokens (    0.05 ms per token, 19625.36 tokens per second)
0.12.927.079 I slot print_timing: id  0 | task 1992 |        eval time =     138.46 ms /    32 tokens (    4.47 ms per token,   223.90 tokens per second)
0.12.927.080 I slot print_timing: id  0 | task 1992 |       total time =     243.68 ms /  2097 tokens
0.12.927.083 I slot print_timing: id  0 | task 1992 |    graphs reused =       1830
0.12.927.191 I slot      release: id  0 | task 1992 | stop processing: n_tokens = 2096, truncated = 0
0.12.937.827 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.12.937.875 I slot launch_slot_: id  0 | task 2026 | processing task, is_child = 0
0.13.183.129 I slot print_timing: id  0 | task 2026 | prompt eval time =     101.36 ms /  2066 tokens (    0.05 ms per token, 20382.59 tokens per second)
0.13.183.136 I slot print_timing: id  0 | task 2026 |        eval time =     143.87 ms /    32 tokens (    4.64 ms per token,   215.47 tokens per second)
0.13.183.137 I slot print_timing: id  0 | task 2026 |       total time =     245.23 ms /  2098 tokens
0.13.183.139 I slot print_timing: id  0 | task 2026 |    graphs reused =       1860
0.13.183.228 I slot      release: id  0 | task 2026 | stop processing: n_tokens = 2097, truncated = 0
0.13.190.822 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.13.190.860 I slot launch_slot_: id  0 | task 2060 | processing task, is_child = 0
0.13.427.559 I slot print_timing: id  0 | task 2060 | prompt eval time =     107.91 ms /  2067 tokens (    0.05 ms per token, 19155.03 tokens per second)
0.13.427.569 I slot print_timing: id  0 | task 2060 |        eval time =     128.77 ms /    32 tokens (    4.15 ms per token,   240.73 tokens per second)
0.13.427.571 I slot print_timing: id  0 | task 2060 |       total time =     236.68 ms /  2099 tokens
0.13.427.572 I slot print_timing: id  0 | task 2060 |    graphs reused =       1890
0.13.427.642 I slot      release: id  0 | task 2060 | stop processing: n_tokens = 2098, truncated = 0
0.13.454.434 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.986
0.13.454.509 I slot launch_slot_: id  0 | task 2094 | processing task, is_child = 0
0.13.684.992 I slot print_timing: id  0 | task 2094 | prompt eval time =      95.45 ms /  2068 tokens (    0.05 ms per token, 21665.11 tokens per second)
0.13.684.999 I slot print_timing: id  0 | task 2094 |        eval time =     134.99 ms /    32 tokens (    4.35 ms per token,   229.66 tokens per second)
